""	"A"	"Coef"	"t"	"p.value"	"p.value.adj"	"F"	"F.p.value"	"ID"	"M1"	"M2"	"M3"	"M4"	"M5"	"M6"	"M7"	"M8"	"M9"	"H1"	"H2"	"H3"	"H4"	"H5"	"H6"	"H7"	"H8"	"H9"	"N"	"log2.avg.H.M"	"log2.sd.H.M"	"log2.N.H.M"	"log2.avg.I"	"log2.H.M.1"	"log2.H.M.2"	"log2.H.M.3"	"log2.H.M.4"	"log2.H.M.5"	"log2.H.M.6"	"log2.H.M.7"	"log2.H.M.8"	"log2.H.M.9"	"nID"
"C-C motif chemokine 5 [CCL5 ...] [P13501 ...]"	24.59	-0.374	-1.48	0.15536	0.320132	2.2	0.15536	"C-C motif chemokine 5 [CCL5 ...] [P13501 ...]"	24.7680099127949	24.435673831789	24.0940559996051	25.0419758988714	25.4825343914027	25.5450798537141	24.5053771214418	24.7102280036513	24.3965834042081	24.4774350265747	23.8006631443933	24.1575851452113	24.6463347289823	24.7301516563813	24.5597219249631	24.5179995005349	24.3825342601639	24.3425507307529	18	-0.373838888888889	0.360194351026097	9	25.6551798139966	-0.290569999999999	-0.635009999999998	0.0635300000000001	-0.39565	-0.752380000000002	-0.98536	0.0126200000000019	-0.3277	-0.0540300000000009	214
"Pro-interleukin-16 [IL16 ...] [Q14005 ...]"	27	-0.363	-1.67	0.11294	0.263824	2.77	0.11294	"Pro-interleukin-16 [IL16 ...] [Q14005 ...]"	27.2155222400846	27.1986228868544	27.2378443699726	27.0379228017207	27.2004592653728	26.8332332722459	27.0289057317143	27.0425045376209	27.8595966027488	27.099880722534	27.0455698785169	27.0374472491324	26.3072527254373	26.465588446627	26.3127842551247	27.0801371206234	27.0450206015455	26.9920069037416	18	-0.363212222222222	0.351740145305373	9	28.0444085738188	-0.115640000000003	-0.153049999999997	-0.200389999999999	-0.73067	-0.734870000000001	-0.52045	0.0512300000000003	0.00252000000000052	-0.86759	215
"Charged multivesicular body protein 4b [CHMP4B ...] [Q9H444 ...]"	26.85	-0.357	-1.59	0.12919	0.287501	2.53	0.12919	"Charged multivesicular body protein 4b [CHMP4B ...] [Q9H444 ...]"	26.9177096150014	26.8706035385015	27.0481018537772	26.9174330198743	26.7542985037303	26.9868433888706	26.846420297942	27.5317238423477	27.3824371181038	26.2831583867718	26.1803253302923	26.3224229335963	26.8706035385015	27.1745482192358	26.7947140995407	26.5280253613022	27.1882872066084	26.704014148687	18	-0.356606666666667	0.380217647473128	9	27.8922736481021	-0.634550000000001	-0.690269999999998	-0.725680000000001	-0.0468299999999999	0.420249999999999	-0.192130000000002	-0.318389999999997	-0.343430000000001	-0.678429999999999	216
"4F2 cell-surface antigen heavy chain [SLC3A2 ...] [P08195-4 ...]"	21.8	-0.354	-0.77	0.45523	0.640467	0.59	0.45523	"4F2 cell-surface antigen heavy chain [SLC3A2 ...] [P08195-4 ...]"	21.6840835556819	21.9712566325291	22.5902568905804	NA	NA	NA	22.2908394365722	21.9741861592111	21.3335495295285	21.3123262000696	21.6359148080251	22.4829488578362	NA	NA	NA	21.734446833513	20.9815959768908	21.5719878436533	12	-0.354158333333334	0.415033190114558	6	22.2880702358198	-0.371750000000002	-0.335350000000002	-0.107310000000002	NA	NA	NA	-0.55639	-0.99259	0.238440000000001	217
"E3 ubiquitin-protein ligase RBBP6 [RBBP6 ...] [Q7Z6E9 ...]"	24.09	-0.352	-1.36	0.19078	0.373192	1.85	0.19078	"E3 ubiquitin-protein ligase RBBP6 [RBBP6 ...] [Q7Z6E9 ...]"	24.5247947978119	24.3698551488289	24.0509550510341	23.9648200892615	24.1637660864703	24.0352851452158	24.4924186852115	24.261427380398	24.5105454682188	23.3666137748423	23.9629605290409	23.7998211319017	24.0872844757138	23.5523028813907	23.1444200528698	24.1765304295174	24.5053771214418	24.6125535528248	18	-0.351782222222222	0.475461183898795	9	25.1400110222207	-1.15818	-0.4069	-0.251139999999999	0.12246	-0.611470000000001	-0.89087	-0.31589	0.243949999999998	0.102	218
"Peptidyl-prolyl cis-trans isomerase FKBP1A [FKBP1A ...] [P62942 ...]"	24.28	-0.343	-1.08	0.29244	0.488896	1.18	0.29244	"Peptidyl-prolyl cis-trans isomerase FKBP1A [FKBP1A ...] [P62942 ...]"	24.5326192877954	23.9407861399364	23.7011736734054	24.411991144696	24.6630005329602	24.8672419242399	24.6253889856756	24.7417414288695	24.6211069062035	24.8992631846322	23.7411217150787	23.6769129212381	24.1777079031702	24.3841078974582	24.6462354045216	23.3977862150537	24.061341655873	24.0335161829602	18	-0.343005555555556	0.448988018273069	9	25.3496989961977	0.36664	-0.199670000000001	-0.0242600000000017	-0.234279999999998	-0.278890000000001	-0.221	-1.2276	-0.680399999999999	-0.587590000000002	219
"Cytochrome c oxidase assembly protein COX19 [COX19 ...] [Q49B96 ...]"	22.41	-0.343	-0.97	0.34361	0.536445	0.95	0.34361	"Cytochrome c oxidase assembly protein COX19 [COX19 ...] [Q49B96 ...]"	21.9664908769673	22.2777363848723	22.6974831568718	23.0464458102882	22.1263979480927	22.8979533479825	22.9404263184883	22.3074637993659	22.9823877401349	21.9450780523449	21.9834670861524	22.3416897255684	23.1722210945476	21.9688697566312	22.9007927071571	21.9313651285742	21.4705524002692	22.4451904340449	18	-0.342617777777778	0.388104915157543	9	23.4905396564646	-0.0214099999999995	-0.294270000000001	-0.355789999999999	0.125769999999999	-0.157530000000001	0.00283999999999907	-1.00906	-0.83691	-0.537199999999999	220
"Protein C-ets-1 [ETS1 ...] [P14921 ...]"	21.08	-0.402	-0.57	0.5768	0.732367	0.32	0.5768	"Protein C-ets-1 [ETS1 ...] [P14921 ...]"	20.8193894080782	22.6765649830627	21.2281723198518	20.7528951508653	NA	20.2770310600223	21.8062785206876	20.7388231722435	21.7224368548448	21.3371902723158	22.4080876442321	20.9857321397091	20.4335915003095	NA	18.071415271183	20.9788613237878	21.303247405008	21.8085579418013	16	-0.3368625	0.883859674314069	8	22.1958108249939	0.517800000000001	-0.268469999999997	-0.242439999999998	-0.319310000000002	NA	-2.20561	-0.82742	0.564429999999998	0.0861200000000011	221
"DNA-binding protein Ikaros [IKZF1 ...] [Q13422 ...]"	25.58	-0.336	-1.15	0.26347	0.466019	1.33	0.26347	"DNA-binding protein Ikaros [IKZF1 ...] [Q13422 ...]"	25.4499077410881	25.3455533771069	25.4906334425505	25.7860825584726	25.2541497405094	25.1397140804857	26.3556838102246	26.4699349360704	26.4504846135776	25.0089828132729	25.2046401838944	25.144712013034	25.0605907327591	25.0655032053098	25.9206073700255	25.4102228054466	26.0295230194562	25.8725126272991	18	-0.336093333333333	0.48874088919897	9	26.6665083837525	-0.440929999999998	-0.140909999999998	-0.34592	-0.725489999999997	-0.188649999999999	0.780899999999999	-0.945460000000001	-0.44041	-0.577970000000001	222
"ES1 protein homolog, mitochondrial [C21orf33 ...] [P30042 ...]"	25.49	-0.333	-0.95	0.35436	0.548628	0.9	0.35436	"ES1 protein homolog, mitochondrial [C21orf33 ...] [P30042 ...]"	25.9649397828858	25.1437199992603	25.8121858748343	25.9374756879525	25.6753499523162	25.608984568163	25.3902172872655	25.8057244192509	25.525726852022	25.4554954339413	24.2404122012158	24.9178948710704	25.25018484197	25.7445352967082	26.3264330262695	25.0641684951905	24.9794979415811	25.8914064488212	18	-0.332699999999999	0.590935693582643	9	26.5587461882729	-0.509439999999998	-0.903309999999998	-0.894300000000001	-0.6873	0.069189999999999	0.717449999999999	-0.326049999999999	-0.826219999999999	0.365680000000001	223
"Ubiquitin-conjugating enzyme E2 variant 1 [UBE2V1 ...] [Q13404 ...]"	23.94	-0.327	-0.65	0.52375	0.698331	0.42	0.52375	"Ubiquitin-conjugating enzyme E2 variant 1 [UBE2V1 ...] [Q13404 ...]"	24.9242433743155	23.8597052673493	24.1142845270953	24.3036138725452	24.0924628244773	24.0022315965951	23.9484500339494	23.8317983004298	23.8917879407513	23.6926028605302	22.5779744204623	23.5500142590119	26.0158718116521	24.0709274134459	23.8562924406136	23.9510649146424	22.8138908335338	23.4953732391239	18	-0.327175555555556	0.91253036123615	9	25.1517245675937	-1.23164	-1.28174	-0.56427	1.71226	-0.0215299999999985	-0.14594	0.00260999999999711	-1.01791	-0.396419999999999	224
"Septin-6 [SEPT6 ...] [F5H1J5 ...]"	23.71	-0.322	-0.7	0.49116	0.660787	0.49	0.49116	"Septin-6 [SEPT6 ...] [F5H1J5 ...]"	24.1395423618984	23.354910852203	24.4133135184256	24.4207733081808	23.4717384166654	23.6953766396253	23.1439595887958	24.327017358221	23.849444726386	23.9782262435717	22.9922920388356	23.4368918378498	23.8796339516273	22.6886280582498	22.9122439781123	23.2678053767588	24.9522308654617	23.811803038409	18	-0.321813333333334	0.513064441712735	9	24.8291144932664	-0.16131	-0.36262	-0.976420000000001	-0.541140000000002	-0.783110000000001	-0.78314	0.123850000000001	0.625209999999999	-0.0376399999999997	225
"Peptidyl-prolyl cis-trans isomerase A [PPIA ...] [P62937 ...]"	29.33	-0.32	-1.24	0.22916	0.417392	1.55	0.22916	"Peptidyl-prolyl cis-trans isomerase A [PPIA ...] [P62937 ...]"	29.5523519331882	29.6615268597147	29.184429072793	29.6606508085925	29.7357074734127	29.6035349338491	29.0583287338678	29.3085113531635	29.6658633127693	29.66413743346	28.9600567102821	29.7398529484944	29.0949869605259	29.1818657732295	28.7965984791836	28.8143750576178	29.557992678963	28.7375660912609	18	-0.320383333333333	0.51847847375759	9	30.3723111437087	0.111789999999999	-0.70147	0.555420000000002	-0.565660000000001	-0.553840000000001	-0.806929999999998	-0.243950000000002	0.249480000000002	-0.928289999999997	226
"DnaJ homolog subfamily C member 8 [DNAJC8 ...] [O75937 ...]"	24.99	-0.318	-1.02	0.31924	0.511154	1.05	0.31924	"DnaJ homolog subfamily C member 8 [DNAJC8 ...] [O75937 ...]"	24.8752654494922	24.6574325064286	24.6873146564092	26.1832172586666	24.9785758311465	25.3764433970371	25.7586100958171	24.8771694558184	24.9178948710704	25.0510537465758	24.5969951782635	24.6745188041818	25.4684041485574	24.8784723077368	24.6345970862655	24.7848003419115	24.6351810790074	24.7295330599395	18	-0.317596666666667	0.393790234325332	9	26.0593948288579	0.17578	-0.0604300000000002	-0.012789999999999	-0.71482	-0.100110000000001	-0.74184	-0.97381	-0.241990000000001	-0.188359999999999	227
"T-complex protein 1 subunit beta [CCT2 ...] [P78371 ...]"	22.55	-0.317	-0.32	0.74913	0.850586	0.11	0.74913	"T-complex protein 1 subunit beta [CCT2 ...] [P78371 ...]"	22.2255062858431	24.4556347234755	24.799304021827	21.415379959975	23.7689105830548	20.9068856042884	22.2017481683861	20.3283613229205	24.3073641791111	21.6818919849864	21.9664908769673	23.5952006209536	22.6914629389693	23.0159393951637	21.7153680962903	21.8858484211443	21.5206983511461	23.4858083420032	18	-0.316708888888889	1.22901650502998	9	24.0883543758796	-0.543620000000001	-2.48914	-1.2041	1.27608	-0.752970000000001	0.808479999999999	-0.315899999999999	1.19234	-0.821549999999998	228
"Ubiquilin-2 [UBQLN2 ...] [Q9UHD9 ...]"	24.55	-0.313	-1.3	0.21144	0.397577	1.68	0.21144	"Ubiquilin-2 [UBQLN2 ...] [Q9UHD9 ...]"	24.6348330310718	24.2826475026463	24.9431521985428	24.5086274715995	25.2003630436843	24.8729321488103	24.7850504225127	24.4147855104248	24.6872692504677	23.9581141696617	24.0786524381678	24.7988671243935	24.5399711115247	24.7632266203009	24.3424813620473	24.3699599041533	24.466684272318	24.197083707318	18	-0.312736666666667	0.2571150579021	9	25.5805406226939	-0.67672	-0.204000000000001	-0.144279999999998	0.0313400000000001	-0.43713	-0.530450000000002	-0.415089999999999	0.0518900000000002	-0.490190000000002	229
"Transgelin-2 [TAGLN2 ...] [P37802 ...]"	29.08	-0.311	-1.34	0.1955	0.377933	1.81	0.1955	"Transgelin-2 [TAGLN2 ...] [P37802 ...]"	28.3820139127939	29.5504464039433	29.1419524603347	29.2307858916305	29.3703648633347	29.0425130496996	29.3102133699723	29.5570603630085	29.5048212775659	28.8399182127281	29.0478379282889	29.1026302139537	28.7652527125724	28.6234776048964	28.906755927824	28.8856884063052	28.9707439087701	29.1465593700575	18	-0.311254444444445	0.360078874835469	9	30.1092721724122	0.457909999999998	-0.502610000000001	-0.03932	-0.465539999999997	-0.746880000000001	-0.135750000000002	-0.424520000000001	-0.586320000000001	-0.358259999999998	230
"HLA class I histocompatibility antigen, Cw-12 alpha chain [HLA-C ...] [P30508 ...]"	25.91	-0.311	-1.05	0.3094	0.502264	1.09	0.3094	"HLA class I histocompatibility antigen, Cw-12 alpha chain [HLA-C ...] [P30508 ...]"	26.4001683128359	25.8899690065892	26.4427964234651	25.9663014657186	25.6660926280815	26.6403243510353	26.0822025053787	25.9015667896779	25.6222653247545	26.2703039498904	25.3876280551522	26.0394792690573	25.4134843133443	25.4040613842928	26.2065547766599	25.882902248068	25.8419790783473	25.3652839851934	18	-0.311114444444444	0.170473730169131	9	26.9617087621886	-0.12987	-0.50234	-0.403319999999997	-0.552820000000001	-0.262029999999999	-0.433769999999999	-0.199300000000001	-0.05959	-0.256990000000002	231
"B-cell CLL/lymphoma 9-like protein [BCL9L ...] [Q86UU0 ...]"	27.25	-0.309	-1.14	0.268	0.46728	1.31	0.268	"B-cell CLL/lymphoma 9-like protein [BCL9L ...] [Q86UU0 ...]"	27.0117696639198	27.0404803954727	26.8795628436131	27.9847068173745	28.0316289397559	27.8492288426457	26.9945758166127	27.4817418820636	27.3419009574024	27.3764560542691	26.6071142333374	26.4356907354474	27.4381326269521	27.5060507017981	27.3431135119257	26.6980765595373	27.313099548774	27.1151503007645	18	-0.30919111111111	0.286431796089596	9	28.3127686483748	0.364690000000003	-0.43337	-0.44387	-0.546579999999999	-0.525580000000001	-0.506119999999999	-0.296499999999998	-0.16864	-0.226749999999999	232
"U1 small nuclear ribonucleoprotein A [SNRPA ...] [P09012 ...]"	22.28	-0.309	-0.41	0.68443	0.800896	0.17	0.68443	"U1 small nuclear ribonucleoprotein A [SNRPA ...] [P09012 ...]"	21.1489436255316	20.9927184315283	23.5777191979961	23.8202641150134	23.4939333546203	22.8471564508014	22.0527464010858	23.2525729289272	20.7423059869524	21.8818529832353	20.2031607502586	21.5762521092007	23.2143363123339	22.9150964149202	23.4136798765106	21.6434737560029	22.8249393704395	21.4730116980696	18	-0.309173333333333	0.881304361670813	9	23.6422275169427	0.73291	-0.789559999999998	-2.00147	-0.605920000000001	-0.57883	0.566520000000001	-0.409279999999999	-0.427629999999997	0.730699999999999	233
"Protein Dr1 [DR1 ...] [Q01658 ...]"	24.31	-0.309	-0.7	0.49127	0.660787	0.49	0.49127	"Protein Dr1 [DR1 ...] [Q01658 ...]"	24.3897882215949	24.3350979202481	24.2965937957923	24.8001866429046	24.0488306740495	24.3831325937061	24.3927991467267	24.7295330599395	24.8472379560488	25.4154018405642	23.8505671136996	23.5423355535773	23.8474306528935	25.2443720297627	24.9757747511537	23.6974357831254	23.0649391964559	23.8027658572706	18	-0.30913	1.00181577028913	9	25.4382087258577	1.02561	-0.484529999999999	-0.754249999999999	-0.952760000000001	1.19554	0.592639999999999	-0.695360000000001	-1.66459	-1.04447	234
"A-kinase anchor protein 13 [AKAP13 ...] [Q12802 ...]"	25.61	-0.297	-0.89	0.38721	0.576186	0.78	0.38721	"A-kinase anchor protein 13 [AKAP13 ...] [Q12802 ...]"	26.0514732300923	26.2600591221747	25.8893545576578	25.2988749645564	24.9508496929541	24.9908183143804	25.536422896866	26.2565369187068	26.6167131318093	25.6385303100415	25.7355979387866	25.8537756741671	25.4273933974494	24.8668005340706	24.5018225746994	25.5335721022668	25.4784189506745	26.1379100478604	18	-0.297474444444444	0.305747985279998	9	26.7103555020841	-0.412939999999999	-0.524459999999998	-0.0355699999999999	0.128519999999998	-0.0840499999999977	-0.489000000000001	-0.00284999999999869	-0.778120000000001	-0.4788	235
"Eukaryotic translation initiation factor 5A-1 [EIF5A ...] [P63241-2 ...]"	27.73	-0.297	-1.6	0.12675	0.284301	2.56	0.12675	"Eukaryotic translation initiation factor 5A-1 [EIF5A ...] [P63241-2 ...]"	27.419001403409	27.9696751163313	27.6708053809485	28.083923529932	27.892427330485	28.0276809438693	27.8856789878807	27.9212633957392	28.0146643174311	27.2181850246249	27.559107534151	27.0529798016018	27.8322605995526	27.7348097124699	27.8669119495627	27.5224473157305	27.640960688493	27.7826617038309	18	-0.297198888888889	0.147484579570581	9	28.7523934922113	-0.200810000000001	-0.41057	-0.617829999999998	-0.251659999999998	-0.157620000000001	-0.160769999999999	-0.363230000000001	-0.2803	-0.231999999999999	236
" [HNRNPK ...] [Q5T6W5 ...]"	28.12	-0.296	-0.92	0.37084	0.563156	0.84	0.37084	" [HNRNPK ...] [Q5T6W5 ...]"	29.1831495698283	28.2822081233048	27.8561637992364	28.1674017155118	27.5953693385888	27.889033460101	28.1029275297989	29.1056519653089	28.2047883404567	28.3841723858684	28.0335930181116	27.8805847446329	28.085785708835	27.6866928096084	27.7021147213865	27.8692717064021	28.27191340865	27.80682690189	18	-0.296194444444445	0.329626134169877	9	29.1875511440813	-0.79898	-0.248619999999999	0.0244199999999992	-0.0816100000000013	0.0913199999999996	-0.186920000000001	-0.23366	-0.833740000000002	-0.397959999999998	237
"Scaffold attachment factor B1 [SAFB ...] [Q15424 ...]"	26.39	-0.291	-1.4	0.17749	0.352679	1.97	0.17749	"Scaffold attachment factor B1 [SAFB ...] [Q15424 ...]"	26.8394841084786	26.6675914472111	26.7202290547186	26.3641965991898	26.0825744496245	25.8666387522138	26.7323289104331	26.704014148687	26.8459295323533	26.4427964234651	26.4001683128359	26.276681059129	26.1623419825761	25.6302566548157	25.8629563423606	26.4532493327366	26.4068977682163	26.5665324733222	18	-0.291232222222223	0.137762890755982	9	27.4293593189468	-0.39668	-0.267420000000001	-0.443550000000002	-0.20186	-0.452310000000001	-0.00367999999999924	-0.27908	-0.29711	-0.279399999999999	238
"Serine/arginine-rich splicing factor 7 [SRSF7 ...] [Q16629 ...]"	26.5	-0.29	-0.92	0.37186	0.563309	0.84	0.37186	"Serine/arginine-rich splicing factor 7 [SRSF7 ...] [Q16629 ...]"	27.4895431980151	27.504166883534	27.5418969600182	25.7718471548684	25.6550398877842	25.9097645651	26.2428643807784	26.8908511911318	26.8145703384066	26.7325021586875	27.0608249808519	26.7991065534225	26.0912621663004	26.0483883638401	26.2922559139138	26.2929102874509	25.9480535600985	25.9433853556796	18	-0.290205555555556	0.571928431211264	9	27.6320654110231	-0.75704	-0.443349999999999	-0.742789999999999	0.319409999999998	0.393350000000002	0.3825	0.0500499999999988	-0.942800000000002	-0.871179999999999	239
"RNA-binding protein FUS [FUS ...] [P35637 ...]"	28.56	-0.29	-1.09	0.29062	0.488896	1.18	0.29062	"RNA-binding protein FUS [FUS ...] [P35637 ...]"	28.1199161224225	28.5188380138038	28.6288330664498	28.908482217579	28.9582545904028	28.7206324933163	28.7775607036973	28.7760400943287	28.9654270275223	28.8040920897973	28.0644528077783	27.7459055008145	28.4146527475437	29.0460689249991	28.869189778045	28.5943825051834	28.1829092701307	28.0452370666441	18	-0.289676666666667	0.524958532505188	9	29.6085260289584	0.684169999999998	-0.45439	-0.882920000000002	-0.493829999999999	0.0878200000000007	0.14856	-0.18318	-0.593129999999999	-0.920190000000002	240
"Annexin A1 [ANXA1 ...] [P04083 ...]"	26.58	-0.285	-0.64	0.5301	0.705267	0.41	0.5301	"Annexin A1 [ANXA1 ...] [P04083 ...]"	28.2859104651373	26.3560757737438	26.5453565569639	26.6403243510353	27.7642872052896	26.9369266187968	25.8858387751183	26.0354897302413	26.0499679596825	27.4222523670278	26.5543794060218	26.3819716681747	26.4333326880364	26.2763249460527	26.5189208725498	26.0342435672741	25.9879286107571	26.3303232158397	18	-0.284503333333333	0.57205343225087	9	27.746040532267	-0.863660000000003	0.1983	-0.16339	-0.206989999999998	-1.48797	-0.418009999999999	0.148399999999999	-0.0475600000000007	0.280350000000002	241
"Synaptosomal-associated protein 29 [SNAP29 ...] [O95721 ...]"	23.52	-0.284	-0.91	0.37351	0.564409	0.83	0.37351	"Synaptosomal-associated protein 29 [SNAP29 ...] [O95721 ...]"	23.6143466474266	22.9382863005849	23.6203973907319	23.5945534614864	23.7922951833898	23.9437206807715	24.0940026206032	23.9642492916475	23.4024554633506	23.3982534793546	22.5318990288623	22.9367221420446	23.5072403745619	23.4939333546203	24.1852434770451	23.0851396140102	23.9484500339494	23.3195602313697	18	-0.28421	0.376196860134425	9	24.5817068018102	-0.216100000000001	-0.406389999999998	-0.683679999999999	-0.0873100000000022	-0.298370000000002	0.241520000000001	-1.00886	-0.0157999999999987	-0.0829000000000022	242
