Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides b1t1	Peptides b1t2	Peptides b1t3	Peptides b2t1	Peptides b2t2	Peptides b2t3	Peptides b3t1	Peptides b3t2	Peptides b3t3	Razor + unique peptides b1t1	Razor + unique peptides b1t2	Razor + unique peptides b1t3	Razor + unique peptides b2t1	Razor + unique peptides b2t2	Razor + unique peptides b2t3	Razor + unique peptides b3t1	Razor + unique peptides b3t2	Razor + unique peptides b3t3	Unique peptides b1t1	Unique peptides b1t2	Unique peptides b1t3	Unique peptides b2t1	Unique peptides b2t2	Unique peptides b2t3	Unique peptides b3t1	Unique peptides b3t2	Unique peptides b3t3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Slice average	Slice 1	Experiment b1t1	Experiment b1t2	Experiment b1t3	Experiment b2t1	Experiment b2t2	Experiment b2t3	Experiment b3t1	Experiment b3t2	Experiment b3t3	PEP	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L b1t1	Ratio H/L normalized b1t1	Ratio H/L variability [%] b1t1	Ratio H/L count b1t1	Ratio H/L b1t2	Ratio H/L normalized b1t2	Ratio H/L variability [%] b1t2	Ratio H/L count b1t2	Ratio H/L b1t3	Ratio H/L normalized b1t3	Ratio H/L variability [%] b1t3	Ratio H/L count b1t3	Ratio H/L b2t1	Ratio H/L normalized b2t1	Ratio H/L variability [%] b2t1	Ratio H/L count b2t1	Ratio H/L b2t2	Ratio H/L normalized b2t2	Ratio H/L variability [%] b2t2	Ratio H/L count b2t2	Ratio H/L b2t3	Ratio H/L normalized b2t3	Ratio H/L variability [%] b2t3	Ratio H/L count b2t3	Ratio H/L b3t1	Ratio H/L normalized b3t1	Ratio H/L variability [%] b3t1	Ratio H/L count b3t1	Ratio H/L b3t2	Ratio H/L normalized b3t2	Ratio H/L variability [%] b3t2	Ratio H/L count b3t2	Ratio H/L b3t3	Ratio H/L normalized b3t3	Ratio H/L variability [%] b3t3	Ratio H/L count b3t3	Sequence coverage b1t1 [%]	Sequence coverage b1t2 [%]	Sequence coverage b1t3 [%]	Sequence coverage b2t1 [%]	Sequence coverage b2t2 [%]	Sequence coverage b2t3 [%]	Sequence coverage b3t1 [%]	Sequence coverage b3t2 [%]	Sequence coverage b3t3 [%]	Intensity	Intensity L	Intensity H	Intensity b1t1	Intensity L b1t1	Intensity H b1t1	Intensity b1t2	Intensity L b1t2	Intensity H b1t2	Intensity b1t3	Intensity L b1t3	Intensity H b1t3	Intensity b2t1	Intensity L b2t1	Intensity H b2t1	Intensity b2t2	Intensity L b2t2	Intensity H b2t2	Intensity b2t3	Intensity L b2t3	Intensity H b2t3	Intensity b3t1	Intensity L b3t1	Intensity H b3t1	Intensity b3t2	Intensity L b3t2	Intensity H b3t2	Intensity b3t3	Intensity L b3t3	Intensity H b3t3	Only identified by site	Reverse	Contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P23246;P23246-2;H0Y9K7;H0Y9U2	P23246;P23246-2	21;18;7;1	21;18;7;1	19;16;6;1	Splicing factor, proline- and glutamine-rich	SFPQ	>sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2;>sp|P23246-2|SFPQ_HUMAN Isoform Short of Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ	4	21	21	19	4	9	6	16	14	11	8	7	8	4	9	6	16	14	11	8	7	8	3	7	5	15	13	10	7	6	6	34.4	34.4	32.4	76.149	707	707;669;223;88	1	86	4	10	7	17	14	11	8	7	8	1.7353E-261	4.0519	2.6346	66.375	79	3.8269	2.7306	45.415	4	3.9539	2.8217	90.505	8	3.8999	2.5501	79.985	7	5.1011	3.0125	71.938	16	4.5627	2.6781	62.324	14	3.9027	2.38	47.145	9	3.1211	2.1447	62.797	8	3.1363	2.2849	83.578	6	3.9374	2.6346	51.701	7	7.8	14.1	12.6	28.6	27.3	22.2	13	13.2	12.4	2648000000	528600000	2119400000	76578000	14078000	62500000	232540000	45721000	186820000	121970000	25503000	96466000	588580000	117660000	470920000	591880000	112510000	479370000	258030000	49925000	208100000	357000000	76224000	280770000	134810000	30225000	104580000	286650000	56757000	229890000				397	94;141;327;378;568;615;619;644;796;825;1076;1240;1241;1499;1606;1750;1803;1811;1904;2077;2478	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	97;146;335;386;582;630;634;659;812;841;1098;1264;1265;1538;1653;1802;1856;1864;1959;2132;2544	431;640;641;642;643;1543;1544;1545;1546;1547;1548;1549;1550;1776;1777;1778;2726;2925;2926;2927;2942;2943;2944;2945;2946;2947;2948;3079;3080;3081;3082;3083;3703;3704;3705;3706;3707;3708;3709;3710;3711;3712;3713;3804;3805;3806;3807;3808;3809;3810;4967;5661;5662;5663;5664;5665;5666;5667;5668;5669;6788;6789;6790;7240;7241;7242;7243;7894;7895;8105;8130;8131;8132;8535;8536;8537;9307;9308;9309;9310;9311;9312;9313;9314;11175;11176	455;671;672;673;674;1616;1617;1618;1619;1620;1621;1622;1623;1851;1852;1853;1854;2864;3053;3054;3055;3071;3072;3073;3074;3075;3076;3077;3217;3218;3219;3220;3221;3857;3858;3859;3860;3861;3862;3863;3864;3865;3866;3867;3958;3959;3960;3961;3962;3963;3964;5185;5889;5890;5891;5892;5893;5894;5895;5896;5897;7027;7028;7029;7494;7495;7496;7497;7498;7499;8196;8410;8439;8440;8868;8869;8870;9680;9681;9682;9683;9684;9685;9686;9687;11616;11617	455;674;1616;1853;2864;3054;3071;3221;3860;3960;5185;5889;5891;7028;7496;8196;8410;8439;8869;9680;11617		
P23381;P23381-2;G3V277;G3V2Y7;G3V227;G3V3P2;G3V3X0;G3V3S7;G3V5W1;G3V4N0;G3V4N8;G3V4C7;G3V2C0;G3V339;G3V313;G3V4S4;G3V3R3;G3V2F2;G3V4Q0;G3V4A3;P78534;G3V5H5	P23381;P23381-2;G3V277;G3V2Y7;G3V227;G3V3P2;G3V3X0;G3V3S7;G3V5W1;G3V4N0;G3V4N8;G3V4C7;G3V2C0;G3V339;G3V313;G3V4S4;G3V3R3;G3V2F2;G3V4Q0;G3V4A3;P78534;G3V5H5	2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS	WARS	>sp|P23381|SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens GN=WARS PE=1 SV=2;>sp|P23381-2|SYWC_HUMAN Isoform 2 of Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens GN=WARS;>tr|G3V277|G3V277_HUMAN Tryptophan--tRNA ligase, cytoplasmic (Fra	22	2	2	2	1	0	1	1	1	0	1	1	2	1	0	1	1	1	0	1	1	2	1	0	1	1	1	0	1	1	2	8.3	8.3	8.3	53.165	471	471;424;212;177;152;150;124;114;107;105;105;97;86;70;68;63;58;55;40;36;33;26	1	8	1		1	1	1		1	1	2	5.6488E-39	0.92796	0.61201	22.603	7	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	2	3.4	0	4.9	3.4	4.9	0	4.9	4.9	8.3	55319000	30763000	24556000	10701000	6345000	4355900	0	0	0	4529100	2609500	1919600	13694000	7279200	6415200	0	0	0	0	0	0	4118700	2531500	1587100	5617000	2870600	2746400	16659000	9127500	7531400				398	161;1668	True;True	167;1717	700;701;702;7518;7519;7520;7521;7522	732;733;7798;7799;7800;7801;7802	733;7801		
P23511;P23511-2	P23511;P23511-2	1;1	1;1	1;1	Nuclear transcription factor Y subunit alpha	NFYA	>sp|P23511|NFYA_HUMAN Nuclear transcription factor Y subunit alpha OS=Homo sapiens GN=NFYA PE=1 SV=2;>sp|P23511-2|NFYA_HUMAN Isoform Short of Nuclear transcription factor Y subunit alpha OS=Homo sapiens GN=NFYA	2	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	5.5	5.5	5.5	36.876	347	347;318	1	2				1					1	0.00025295	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	0	0	5.5	0	0	0	0	5.5	4648500	1794100	2854400	0	0	0	0	0	0	0	0	0	4648500	1794100	2854400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				399	1048	True	1070	4810;4811	4972;4973	4972		
E9PK25;P23528;E9PP50;G3V1A4;E9PS23;E9PQB7;E9PLJ3;Q9Y281;G3V5P4;F8WDN3	E9PK25;P23528;E9PP50;G3V1A4;E9PS23;E9PQB7;E9PLJ3	9;9;8;7;6;5;5;2;1;1	9;9;8;7;6;5;5;2;1;1	9;9;8;7;6;5;5;2;1;1	Cofilin-1	CFL1	>tr|E9PK25|E9PK25_HUMAN Cofilin-1 OS=Homo sapiens GN=CFL1 PE=4 SV=1;>sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=3;>tr|E9PP50|E9PP50_HUMAN Cofilin-1 (Fragment) OS=Homo sapiens GN=CFL1 PE=4 SV=1;>tr|G3V1A4|G3V1A4_HUMAN Cofilin 1 (Non-musc	10	9	9	9	3	3	1	3	2	1	5	3	3	3	3	1	3	2	1	5	3	3	3	3	1	3	2	1	5	3	3	54.9	54.9	54.9	22.728	204	204;166;160;149;91;122;79;166;149;58	1	26	3	3	1	4	2	1	5	4	3	2.66E-193	1.148	0.80362	56.814	26	2.0145	1.3071	57.986	3	1.1722	0.83692	88.779	3	NaN	NaN	NaN	1	1.4615	0.93976	41.449	4	NaN	NaN	NaN	2	NaN	NaN	NaN	1	0.91505	0.62644	55.921	5	1.1214	0.87553	75.877	4	0.61066	0.48689	48.528	3	20.6	16.7	3.9	20.1	19.6	5.4	33.3	17.6	16.2	1879000000	935160000	943870000	364470000	152780000	211680000	115730000	64523000	51209000	10531000	3842500	6689000	414670000	194180000	220490000	41209000	14231000	26979000	59350000	27286000	32064000	371540000	205780000	165760000	363490000	192430000	171060000	138040000	80105000	57934000				400	267;315;1133;1252;1412;1508;1583;2289;2466	True;True;True;True;True;True;True;True;True	274;323;1156;1276;1438;1550;1630;2350;2532	1226;1227;1475;1476;1477;1478;1479;1480;1481;5230;5231;5232;5700;5701;5702;5703;6394;6395;6396;6848;6849;7156;10392;11140;11141;11142	1295;1296;1550;1551;1552;5465;5466;5467;5927;5928;5929;5930;5931;5932;5933;5934;5935;6620;6621;6622;7092;7093;7403;10845;11580;11581;11582	1296;1550;5467;5932;6621;7093;7403;10845;11581		
P24534	P24534	2	2	2	Elongation factor 1-beta	EEF1B2	>sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens GN=EEF1B2 PE=1 SV=3	1	2	2	2	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	9.8	9.8	9.8	24.763	225	225	1	5		1	1				1	1	1	5.9652E-05	1.672	0.99563	42.155	5	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	0	5.8	5.8	0	0	0	5.8	5.8	4	85195000	26653000	58542000	0	0	0	18576000	5669700	12907000	17237000	6974000	10263000	0	0	0	0	0	0	0	0	0	11354000	3611800	7741900	12203000	4442500	7760400	25825000	5954800	19870000				401	1431;1894	True;True	1457;1948	6458;8481;8482;8483;8484	6688;8805;8806;8807;8808	6688;8805		
P25398	P25398	5	5	5	40S ribosomal protein S12	RPS12	>sp|P25398|RS12_HUMAN 40S ribosomal protein S12 OS=Homo sapiens GN=RPS12 PE=1 SV=3	1	5	5	5	1	0	1	2	1	4	1	0	1	1	0	1	2	1	4	1	0	1	1	0	1	2	1	4	1	0	1	56.8	56.8	56.8	14.515	132	132	1	12	1		1	2	2	4	1		1	1.2015E-76	0.15675	0.10784	101.52	10	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	2	NaN	NaN	NaN	2	0.44761	0.31949	146.5	3	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	16.7	0	11.4	28	16.7	43.2	16.7	0	13.6	283420000	210980000	72438000	28088000	25269000	2818900	0	0	0	22400000	16705000	5695000	66083000	51144000	14940000	46072000	38723000	7348500	98043000	58753000	39290000	22730000	20384000	2346100	0	0	0	0	0	0				402	88;1174;1251;1424;1675	True;True;True;True;True	91;1197;1275;1450;1724	409;410;411;412;413;414;5412;5699;6438;6439;6440;7542	433;434;435;436;437;438;439;5635;5926;6668;6669;6670;7823	437;5635;5926;6669;7823		
P25685;B4DX52;Q9UDY4	P25685;B4DX52	5;4;1	5;4;1	5;4;1	DnaJ homolog subfamily B member 1	DNAJB1	>sp|P25685|DNJB1_HUMAN DnaJ homolog subfamily B member 1 OS=Homo sapiens GN=DNAJB1 PE=1 SV=4;>tr|B4DX52|B4DX52_HUMAN DnaJ homolog subfamily B member 1 OS=Homo sapiens GN=DNAJB1 PE=2 SV=1	3	5	5	5	1	2	1	2	2	2	0	0	1	1	2	1	2	2	2	0	0	1	1	2	1	2	2	2	0	0	1	17.4	17.4	17.4	38.044	340	340;240;337	1	11	1	2	1	2	2	2			1	1.4204E-18	2.6985	1.6224	132.43	3	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	4.7	6.2	2.9	7.6	7.6	5.6	0	0	3.5	26993000	1736000	25257000	0	0	0	0	0	0	0	0	0	8658800	722070	7936700	9814100	664380	9149700	2565700	0	2565700	0	0	0	0	0	0	5954300	349540	5604800				403	488;799;1614;2200;2405	True;True;True;True;True	501;815;1663;2259;2471	2349;2350;2351;3716;7281;7282;7283;7284;9950;9951;10907	2470;2471;2472;3870;7538;7539;7540;7541;10383;10384;11348	2471;3870;7540;10383;11348		
P26038;A7YIJ8;P35241;F5H1A7;H7BZI4	P26038	22;3;3;3;3	22;3;3;3;3	19;0;0;0;0	Moesin	MSN	>sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens GN=MSN PE=1 SV=3	5	22	22	19	9	10	11	12	15	17	15	8	8	9	10	11	12	15	17	15	8	8	7	10	10	11	13	16	13	7	7	35	35	29.6	67.819	577	577;604;583;447;339	1	122	10	13	11	14	19	20	17	9	9	0	1.9518	1.2323	28.146	115	1.8747	1.268	20.022	9	1.8255	1.175	31.69	12	1.7172	1.1953	42.595	10	2.0065	1.2063	29.646	14	2.0824	1.2821	28.016	19	1.9995	1.1998	26.654	20	2.0516	1.3601	23.645	15	1.6554	1.1229	28.594	8	1.7712	1.3644	19.29	8	15.6	13.3	15.4	23.9	23.9	21.7	19.6	15.8	15.6	2533700000	857570000	1676100000	171730000	60022000	111710000	300140000	107310000	192840000	212680000	73145000	139540000	220580000	72534000	148050000	511360000	164640000	346720000	497120000	162800000	334320000	281860000	92240000	189620000	136780000	53064000	83720000	201400000	71817000	129580000				404	154;185;186;187;206;243;247;248;584;586;985;1104;1132;1170;1291;1292;1751;1797;1861;2050;2051;2163	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	160;191;192;193;212;249;254;255;599;601;1005;1126;1155;1193;1315;1316;1803;1850;1914;2105;2106;2221	680;681;682;683;684;685;686;687;820;821;822;823;824;825;826;827;828;829;830;831;832;833;834;835;836;837;838;839;896;897;898;899;900;1092;1093;1120;1121;1122;1123;1124;1125;1126;1127;1128;1129;1130;1131;2798;2799;2800;2801;2802;2803;2804;2805;2806;2811;2812;2813;2814;2815;4485;4486;4487;4488;4489;5092;5093;5094;5095;5096;5225;5226;5227;5228;5229;5393;5394;5395;5396;5397;5398;5399;5877;5878;5879;5880;5881;5882;5883;5884;5885;5886;5887;5888;5889;5890;5891;7896;7897;7898;8081;8082;8361;8362;9211;9212;9213;9214;9215;9216;9217;9218;9774;9775;9776;9777;9778;9779;9780;9781;9782	714;715;716;717;718;858;859;860;861;862;863;864;865;866;867;868;869;870;871;872;873;874;875;876;877;943;944;945;946;947;1154;1155;1182;1183;1184;1185;1186;1187;1188;1189;1190;1191;1192;2936;2937;2938;2939;2940;2943;2944;2945;2946;2947;4631;4632;4633;4634;4635;5313;5314;5315;5316;5317;5462;5463;5464;5617;5618;5619;5620;5621;5622;5623;5624;6121;6122;6123;6124;6125;6126;6127;8197;8384;8385;8678;8679;9574;9575;9576;9577;9578;9579;9580;10184;10185;10186;10187;10188;10189;10190;10191;10192	715;862;870;876;944;1155;1183;1191;2939;2945;4635;5313;5463;5619;6125;6127;8197;8385;8678;9574;9576;10188		
P26599-3;P26599-2;P26599;O95758-4;O95758-5;O95758;O95758-2;O95758-6;A6NLN1	P26599-3;P26599-2;P26599	3;3;3;1;1;1;1;1;1	3;3;3;1;1;1;1;1;1	2;2;2;0;0;0;0;0;1	Polypyrimidine tract-binding protein 1	PTBP1	>sp|P26599-3|PTBP1_HUMAN Isoform 3 of Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1;>sp|P26599-2|PTBP1_HUMAN Isoform 2 of Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1;>sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding 	9	3	3	2	0	2	0	2	2	2	1	0	0	0	2	0	2	2	2	1	0	0	0	2	0	1	2	2	1	0	0	7.5	7.5	6.1	59.632	557	557;550;531;558;555;552;547;524;197	1	9		2		2	2	2	1			3.879E-15	1.0923	0.78467	45.559	8	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	2	NaN	NaN	NaN	2	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	6.1	0	5	6.1	6.1	3.6	0	0	101710000	44526000	57188000	0	0	0	6824300	3010600	3813700	0	0	0	25319000	9962600	15356000	32994000	13632000	19362000	31899000	16141000	15758000	4677100	1779600	2897500	0	0	0	0	0	0				405	1161;1458;2426	True;True;True	1184;1488;2492	5339;5340;5341;5342;5343;6601;6602;6603;10973	5566;5567;5568;5569;5570;6834;6835;6836;11415	5569;6834;11415		
P26651	P26651	14	14	13	Tristetraprolin	ZFP36	>sp|P26651|TTP_HUMAN Tristetraprolin OS=Homo sapiens GN=ZFP36 PE=1 SV=1	1	14	14	13	8	7	8	6	6	9	7	6	5	8	7	8	6	6	9	7	6	5	7	7	7	5	6	8	6	5	5	42.6	42.6	40.5	34.003	326	326	1	74	9	9	11	8	6	11	7	8	5	2.7422E-92	9.5809	6.4141	88.375	65	9.1587	8.5898	100.9	9	11.817	7.8532	90.834	7	11.166	6.9131	98.729	10	10.098	5.8595	100.87	7	7.7838	4.5688	92.065	5	7.732	3.9633	88.149	9	9.5809	7.1959	89.529	7	14.928	10.358	43.127	8	9.0313	6.0429	74.74	3	35.9	27.9	31.9	19.9	29.1	31.6	25.5	20.6	18.4	1956800000	166140000	1790700000	360220000	24101000	336120000	296030000	17180000	278850000	367100000	22537000	344570000	196590000	44489000	152110000	94999000	8835100	86164000	137220000	15742000	121480000	155630000	12193000	143440000	236920000	15131000	221790000	112080000	5928400	106150000				406	298;365;375;713;1260;1755;1756;1782;1786;1787;1802;1847;2500;2501	True;True;True;True;True;True;True;True;True;True;True;True;True;True	306;373;383;728;1284;1807;1808;1835;1839;1840;1855;1900;2566;2567	1397;1398;1399;1724;1725;1726;1727;1759;1760;1761;1762;1763;1764;1765;1766;1767;1768;3369;5730;5731;5732;5733;7904;7905;7906;7907;7908;7909;7910;7911;7912;8030;8031;8032;8033;8034;8047;8048;8049;8050;8051;8104;8277;8278;8279;8280;8281;8282;8283;8284;8285;8286;8287;8288;11273;11274;11275;11276;11277;11278;11279;11280;11281;11282;11283;11284;11285;11286;11287;11288;11289;11290;11291;11292	1458;1459;1460;1806;1807;1808;1809;1833;1834;1835;1836;1837;1838;1839;1840;1841;1842;3506;5965;5966;5967;5968;8202;8203;8204;8205;8206;8207;8208;8209;8210;8329;8330;8331;8332;8333;8342;8343;8344;8345;8346;8409;8582;8583;8584;8585;8586;8587;8588;8589;8590;8591;8592;8593;8594;8595;11698;11699;11700;11701;11702;11703;11704;11705;11706;11707;11708;11709;11710;11711;11712;11713;11714;11715;11716;11717	1460;1809;1833;3506;5965;8203;8210;8329;8342;8346;8409;8595;11699;11715		
P27348;E9PG15;B4DMT8	P27348;E9PG15	3;2;1	2;1;1	2;1;1	14-3-3 protein theta	YWHAQ	>sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1;>tr|E9PG15|E9PG15_HUMAN 14-3-3 protein theta (Fragment) OS=Homo sapiens GN=YWHAQ PE=4 SV=1	3	3	2	2	1	1	2	0	1	0	1	2	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	18.4	15.1	15.1	27.764	245	245;149;210	1	3		1	1					1		9.3444E-08	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	3.3	9.4	12.7	0	3.3	0	3.3	9	3.3	4598400	1912100	2686300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4598400	1912100	2686300	0	0	0				407	322;449;1597	True;True;False	330;461;1644	1515;2163;2164;7207;7208;7209;7210;7211;7212	1587;2279;2280;7456;7457;7458;7459;7460;7461	1587;2280;7458		
P27816-5;H7C4C5;F8W9U4;B5MEG9;H0Y2V1;B4DSQ1;P27816-7	P27816-5;H7C4C5;F8W9U4;B5MEG9;H0Y2V1	6;5;4;4;4;2;1	1;1;0;0;0;0;0	1;1;0;0;0;0;0	Microtubule-associated protein	MAP4	>sp|P27816-5|MAP4_HUMAN Isoform 5 of Microtubule-associated protein 4 OS=Homo sapiens GN=MAP4;>tr|H7C4C5|H7C4C5_HUMAN Microtubule-associated protein (Fragment) OS=Homo sapiens GN=MAP4 PE=4 SV=1;>tr|F8W9U4|F8W9U4_HUMAN Microtubule-associated protein OS=Homo	7	6	1	1	1	1	1	2	2	2	4	2	2	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	11.2	1.6	1.6	85.251	809	809;493;828;712;463;249;99	1	8	1	1	1	1		1	1	1	1	3.8388E-171	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	1.6	1.6	1.6	3.5	3.5	3.7	7.2	3.5	4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				408	72;273;491;1199;2187;2188	False;False;True;False;False;False	74;280;504;1222;2246;2247	346;1250;2366;2367;2368;2369;2370;2371;2372;2373;5498;9879;9880;9881;9882;9883;9884	360;1316;2491;2492;2493;2494;2495;2496;2497;2498;5719;10292;10293;10294;10295;10296;10297	360;1316;2493;5719;10293;10297		
P27987;P27987-2	P27987;P27987-2	2;2	2;2	2;2	Inositol-trisphosphate 3-kinase B	ITPKB	>sp|P27987|IP3KB_HUMAN Inositol-trisphosphate 3-kinase B OS=Homo sapiens GN=ITPKB PE=1 SV=5;>sp|P27987-2|IP3KB_HUMAN Isoform 2 of Inositol-trisphosphate 3-kinase B OS=Homo sapiens GN=ITPKB	2	2	2	2	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2.7	2.7	2.7	102.38	946	946;644	1	2				1	1					9.811E-06	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	0	0	1.2	1.6	0	0	0	0	9081000	3953600	5127400	0	0	0	0	0	0	0	0	0	9081000	3953600	5127400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				409	143;1707	True;True	148;1757	645;7684	676;7969	676;7969		
P28070	P28070	1	1	1	Proteasome subunit beta type-4	PSMB4	>sp|P28070|PSB4_HUMAN Proteasome subunit beta type-4 OS=Homo sapiens GN=PSMB4 PE=1 SV=4	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	9.1	9.1	9.1	29.204	264	264	1	11	2	2	1	1	1	1		2	1	1.9797E-44	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	9.1	9.1	9.1	9.1	9.1	9.1	0	9.1	9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				410	887	True	904;905	4045;4046;4047;4048;4049;4050;4051;4052;4053;4054;4055	4197;4198;4199;4200;4201;4202;4203;4204;4205;4206;4207;4208;4209	4205	52	259
